Log file open, 04/11/15 13:49:02
LogInit:Display: Running engine for game: Office1
LogInit: Version: 4.7.5-2503383+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Apr  6 2015 23:21:51
[2015.04.11-19.59.27:149][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush20.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush6.Model_9
[2015.04.11-19.59.27:149][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush20.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush5.Model_9
[2015.04.11-19.59.27:149][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush20.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush4.Model_9
[2015.04.11-19.59.27:149][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush20.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush3.Model_9
[2015.04.11-19.59.27:150][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush20.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush2.Model_9
[2015.04.11-19.59.27:150][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush20.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush.Model_9
[2015.04.11-19.59.27:154][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush20.Model_9
[2015.04.11-19.59.27:154][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush19.Model_9
[2015.04.11-19.59.27:154][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush18.Model_9
[2015.04.11-19.59.27:154][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush17_28.Model_9
[2015.04.11-19.59.27:154][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush16.Model_9
[2015.04.11-19.59.27:154][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush17.Model_9
[2015.04.11-19.59.27:154][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush15_24.Model_9
[2015.04.11-19.59.27:154][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush15.Model_9
[2015.04.11-19.59.27:154][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush14.Model_9
[2015.04.11-19.59.27:154][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush13.Model_9
[2015.04.11-19.59.27:154][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush12.Model_9
[2015.04.11-19.59.27:154][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush11.Model_9
[2015.04.11-19.59.27:155][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush10.Model_9
[2015.04.11-19.59.27:155][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush9.Model_9
[2015.04.11-19.59.27:155][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush8.Model_9
[2015.04.11-19.59.27:155][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7.Model_9
[2015.04.11-19.59.27:155][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush6.Model_9
[2015.04.11-19.59.27:155][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush5.Model_9
[2015.04.11-19.59.27:155][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush4.Model_9
[2015.04.11-19.59.27:155][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush3.Model_9
[2015.04.11-19.59.27:155][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush2.Model_9
[2015.04.11-19.59.27:155][678]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7_31.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush.Model_9
[2015.04.11-20.00.35:701][547]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.00.57:315][201]Cmd: SELECT NONE
[2015.04.11-20.01.41:935][323]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.02.11:100][780]LogActorFactory: Actor Factory created SM_WindowFrame
[2015.04.11-20.02.12:965][842]LogActorFactory: Actor Factory created SM_WindowFrame
[2015.04.11-20.02.53:821][968]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.03.04:545][179]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_WindowFrame)
[2015.04.11-20.03.05:922][221]Cmd: DUPLICATE
[2015.04.11-20.03.05:922][221]Cmd: ACTOR DUPLICATE
[2015.04.11-20.03.27:921][839]Cmd: SELECT NONE
[2015.04.11-20.03.44:826][127]Cmd: SELECT NONE
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush21.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush20.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush19.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush18.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush17_28.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush16.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush17.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush15_24.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush15.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush14.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush13.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush12.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush11.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush10.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush9.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush8.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush7.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush6.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush5.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush4.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush3.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush2.Model_9
[2015.04.11-20.04.18:773][116]LogUObjectHash:Warning: Ambiguous search, could be Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush22.Model_9 or Model /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.BoxBrush.Model_9
[2015.04.11-20.04.57:864][218]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.05.01:329][289]LogActorFactory: Actor Factory created SM_WindowFrame
[2015.04.11-20.05.05:799][426]LogActorFactory: Actor Factory created SM_WindowFrame
[2015.04.11-20.05.19:251][735]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_WindowFrame3)
[2015.04.11-20.06.18:602][481]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.06.21:040][555]Cmd: EDCALLBACK SURFPROPS
[2015.04.11-20.06.22:315][595]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.06.29:087][767]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_WindowFrame3)
[2015.04.11-20.07.14:457][917]LogSavePackage: Save=120.053970ms
[2015.04.11-20.07.14:457][917]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto7EFBF8B5B433818F5870039B830535646.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto7.umap'
[2015.04.11-20.07.14:463][917]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.240
[2015.04.11-20.07.14:463][917]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.240
[2015.04.11-20.07.24:859][202]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.08.44:297][702]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Materials'
[2015.04.11-20.09.56:579][662]Cmd: POLY SELECT ADJACENT WALLS
[2015.04.11-20.10.05:192][883]Cmd: SELECT NONE
[2015.04.11-20.10.45:563][810]Cmd: SELECT NONE
[2015.04.11-20.11.01:626][239]Cmd: TRANSACTION UNDO
[2015.04.11-20.11.01:626][239]LogEditorTransaction: Undo Create Actors
[2015.04.11-20.11.01:661][239]LogActorComponent: ~FComponentReregisterContext: (/Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap:PersistentLevel.ModelComponent_337) Component already registered.
[2015.04.11-20.11.35:987][182]Cmd: TRANSACTION UNDO
[2015.04.11-20.11.35:987][182]LogEditorTransaction: Undo Select Brush Surface
[2015.04.11-20.12.03:191][592]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.13.45:052][780]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.14.05:633][372]Cmd: SELECT NONE
[2015.04.11-20.15.32:455][151]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-20.15.32:455][151]PIE: New page: PIE session: FirstPersonExampleMap (Apr 11, 2015, 12:15:32 PM)
[2015.04.11-20.15.32:475][151]LogPlayLevel: PIE: StaticDuplicateObject took: (0.006052s)
[2015.04.11-20.15.32:476][151]LogPlayLevel: PIE: World Init took: (0.000679s)
[2015.04.11-20.15.32:476][151]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap to /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap (0.006913s)
[2015.04.11-20.15.32:521][151]LogWorld: Game class is 'FirstPersonGameMode_C'
[2015.04.11-20.15.32:523][151]LogAIModule: Creating AISystem for world FirstPersonExampleMap
[2015.04.11-20.15.32:529][151]LogWorld: Bringing World /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap up for play (max tick rate 0) at 2015.04.11-16.15.32
[2015.04.11-20.15.32:530][151]LogWorld: Bringing up level for play took: 0.005617
[2015.04.11-20.15.32:533][151]PIE: Info Play in editor start time for /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap 0.662
[2015.04.11-20.15.36:518][359]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BE91CC4860
[2015.04.11-20.15.38:815][436]MapCheck: New page: Map Check
[2015.04.11-20.15.38:873][436]Cmd: MAP REBUILD ALLVISIBLE
[2015.04.11-20.15.38:895][436]LogEditorServer: Rebuildmap Clear paths rebuilt
[2015.04.11-20.15.38:941][436]LightingResults: New page: Lighting Build - Apr 11, 2015, 12:15:38 PM
[2015.04.11-20.15.43:508][436]LogStaticLightingSystem:Warning: No importance volume found, so the scene bounding box was used.  You can optimize your scene's quality and lighting build times by adding importance volumes.
[2015.04.11-20.15.43:509][436]LogStaticLightingSystem: Running Lightmass w/ ImmediateImport mode ENABLED
[2015.04.11-20.15.43:509][436]LogStaticLightingSystem: Running Lightmass w/ ImmediateProcess mode ENABLED
[2015.04.11-20.15.43:509][436]LogStaticLightingSystem: Running Lightmass w/ Sorting mode ENABLED
[2015.04.11-20.15.43:509][436]LogStaticLightingSystem: Running Lightmass w/ Mapping paddings ENABLED
[2015.04.11-20.15.43:509][436]LogStaticLightingSystem: Running Lightmass w/ Mapping debug paddings DISABLED
[2015.04.11-20.15.43:720][436]LogEditorBuildUtils: Build time 0:00:04
[2015.04.11-20.15.43:730][436]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Frame, compiling. 
[2015.04.11-20.15.43:734][436]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Frame, compiling. 
[2015.04.11-20.15.43:790][437]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Rock_Marble_Polished, compiling. 
[2015.04.11-20.15.43:794][437]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Rock_Marble_Polished, compiling. 
[2015.04.11-20.15.43:798][437]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Brick_Clay_Old, compiling. 
[2015.04.11-20.15.43:802][437]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Brick_Clay_Old, compiling. 
[2015.04.11-20.15.48:224][518]Job is a success!
[2015.04.11-20.15.48:510][519]LogTexture:Display: Building textures: HQ_Lightmap0_1 (AutoDXT)
[2015.04.11-20.15.48:675][519]LogTexture:Display: Building textures: LQ_Lightmap_0_3 (DXT1)
[2015.04.11-20.15.48:679][519]LogTexture:Display: Building textures: HQ_Lightmap0_3 (AutoDXT)
[2015.04.11-20.15.48:686][519]LogTexture:Display: Building textures: LQ_Lightmap_0_2 (DXT1)
[2015.04.11-20.15.48:745][519]LogTexture:Display: Building textures: HQ_Lightmap0_2 (AutoDXT)
[2015.04.11-20.15.48:831][519]LogTexture:Display: Building textures: LQ_Lightmap_1_1 (DXT1)
[2015.04.11-20.15.48:975][519]LogTexture:Display: Building textures: ShadowMapTexture2D_9 (BGRA8)
[2015.04.11-20.15.49:176][519]LogTexture:Display: Building textures: ShadowMapTexture2D_10 (BGRA8)
[2015.04.11-20.15.49:238][519]LogTexture:Display: Building textures: ShadowMapTexture2D_11 (BGRA8)
[2015.04.11-20.15.49:276][519]Lightmass on GRAPHICSSERVER: 2.82 sec total, 153 ms importing, 1 ms setup, 282 ms photons, 2.33 sec processing, 0 ms extra exporting [36/36 mappings]. Threads: 16.1 sec total, 5.50 sec processing.
[2015.04.11-20.15.49:287][519]LogStaticLightingSystem: Illumination: 10.2 sec (840 ms encoding lightmaps)
[2015.04.11-20.15.49:287][519]LogStaticLightingSystem: Lightmap texture memory:  1.7 MB (0.3 MB streaming, 1.3 MB non-streaming), 6 textures
[2015.04.11-20.15.49:287][519]LogStaticLightingSystem: Shadowmap texture memory: 3.4 MB (0.7 MB streaming, 2.7 MB non-streaming), 4 textures
[2015.04.11-20.15.49:528][520]Cmd: MAP CHECK NOTIFYRESULTS
[2015.04.11-20.15.49:528][520]MapCheck: New page: FirstPersonExampleMap - Apr 11, 2015, 12:15:49 PM
[2015.04.11-20.15.50:823][520]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 1,294.987ms to complete.
[2015.04.11-20.15.50:976][525]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-20.15.50:976][525]PIE: New page: PIE session: FirstPersonExampleMap (Apr 11, 2015, 12:15:50 PM)
[2015.04.11-20.15.50:996][525]LogPlayLevel: PIE: StaticDuplicateObject took: (0.005698s)
[2015.04.11-20.15.50:997][525]LogPlayLevel: PIE: World Init took: (0.000627s)
[2015.04.11-20.15.50:997][525]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap to /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap (0.006502s)
[2015.04.11-20.15.51:065][525]LogWorld: Game class is 'FirstPersonGameMode_C'
[2015.04.11-20.15.51:067][525]LogAIModule: Creating AISystem for world FirstPersonExampleMap
[2015.04.11-20.15.51:072][525]LogWorld: Bringing World /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap up for play (max tick rate 0) at 2015.04.11-16.15.51
