Log file open, 04/10/15 23:22:19
LogInit:Display: Running engine for game: OpenWorld1
LogInit: Version: 4.7.5-2503383+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Apr  6 2015 23:21:51
[2015.04.11-03.36.48:587][459]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.285
[2015.04.11-03.36.51:282][552]Cmd: DUPLICATE
[2015.04.11-03.36.51:282][552]Cmd: ACTOR DUPLICATE
[2015.04.11-03.37.06:129][ 42]LogEditorViewport: Clicking Background
[2015.04.11-03.37.37:303][933]LogMaterial: Missing cached shader map for material M_Wood_Floor_Walnut_Polished, compiling. 
[2015.04.11-03.38.14:622][ 41]Cmd: BRUSH ADD SELECTNEWBRUSH
[2015.04.11-03.40.02:096][475]Cmd: DELETE
[2015.04.11-03.40.02:096][475]Cmd: ACTOR DELETE
[2015.04.11-03.40.02:097][475]LogEditorActor: Deleted Actor: Brush
[2015.04.11-03.40.02:113][475]LogEditorActor: Deleted 1 Actors (0.017 secs)
[2015.04.11-03.40.09:278][672]Cmd: BRUSH ADD SELECTNEWBRUSH
[2015.04.11-03.41.17:897][511]Cmd: DELETE
[2015.04.11-03.41.17:897][511]Cmd: ACTOR DELETE
[2015.04.11-03.41.17:898][511]LogEditorActor: Deleted Actor: Brush
[2015.04.11-03.41.17:915][511]LogEditorActor: Deleted 1 Actors (0.018 secs)
[2015.04.11-03.41.25:955][733]Cmd: BRUSH ADD SELECTNEWBRUSH
[2015.04.11-03.44.00:718][938]Cmd: TRANSACTION UNDO
[2015.04.11-03.44.00:718][938]LogEditorTransaction: Undo Scale Actors
[2015.04.11-03.44.10:492][197]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x400)
[2015.04.11-03.44.12:685][251]LogPhysics:Warning: PHYSX: ..\..\PhysXExtensions\src\ExtRigidBodyExt.cpp (234) 4 : computeMassAndInertia: Dynamic actor with illegal collision shapes
[2015.04.11-03.44.12:685][251]LogPhysics:Warning: PHYSX: ..\..\PhysXExtensions\src\ExtRigidBodyExt.cpp (283) 4 : PxRigidBodyExt::updateMassAndInertia: Mass and inertia computation failed, setting mass to 1 and inertia to (1,1,1)
[2015.04.11-03.44.12:696][251]LogPhysics:Warning: PHYSX: ..\..\PhysXExtensions\src\ExtRigidBodyExt.cpp (234) 4 : computeMassAndInertia: Dynamic actor with illegal collision shapes
[2015.04.11-03.44.12:696][251]LogPhysics:Warning: PHYSX: ..\..\PhysXExtensions\src\ExtRigidBodyExt.cpp (283) 4 : PxRigidBodyExt::updateMassAndInertia: Mass and inertia computation failed, setting mass to 1 and inertia to (1,1,1)
[2015.04.11-03.44.12:698][251]LogPhysics:Warning: PHYSX: ..\..\PhysXExtensions\src\ExtRigidBodyExt.cpp (234) 4 : computeMassAndInertia: Dynamic actor with illegal collision shapes
[2015.04.11-03.44.12:698][251]LogPhysics:Warning: PHYSX: ..\..\PhysXExtensions\src\ExtRigidBodyExt.cpp (283) 4 : PxRigidBodyExt::updateMassAndInertia: Mass and inertia computation failed, setting mass to 1 and inertia to (1,1,1)
[2015.04.11-03.44.12:798][251]LogRenderer:Warning: Reallocating scene render targets to support 1912x1448 (Frame:33399).
[2015.04.11-03.44.17:122][659]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 421/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-03.44.22:878][785]Cmd: TRANSACTION UNDO
[2015.04.11-03.44.22:878][785]LogEditorTransaction: Undo Move Actors
[2015.04.11-03.44.24:080][813]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x400)
[2015.04.11-03.44.26:203][863]Cmd: DUPLICATE
[2015.04.11-03.44.26:203][863]Cmd: ACTOR DUPLICATE
[2015.04.11-03.45.11:518][954]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x405)
[2015.04.11-03.46.00:915][158]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.46.29:047][841]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.46.48:713][325]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.46.57:960][543]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x0000000F02639DA0
[2015.04.11-03.46.58:213][543]LogSavePackage: Save=166.908646ms
[2015.04.11-03.46.58:213][543]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Saved/Minimal_Default_Auto298AC56724A224627609D3A8E5FAC52AD.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Saved/Autosaves/Game/StarterContent/Maps/Minimal_Default_Auto2.umap'
[2015.04.11-03.46.58:218][543]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/StarterContent/Maps/Minimal_Default' took 0.270
[2015.04.11-03.46.58:218][543]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.270
[2015.04.11-03.47.05:510][721]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.47.19:203][ 52]Cmd: TRANSACTION UNDO
[2015.04.11-03.47.19:203][ 52]LogEditorTransaction: Undo Clicking on Actors
[2015.04.11-03.47.20:179][ 75]Cmd: TRANSACTION UNDO
[2015.04.11-03.47.20:179][ 75]LogEditorTransaction: Undo Scale Actors
[2015.04.11-03.47.31:043][335]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.47.36:579][463]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Floor)
[2015.04.11-03.49.04:302][529]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x401)
[2015.04.11-03.49.13:617][737]Cmd: DELETE
[2015.04.11-03.49.13:617][737]Cmd: ACTOR DELETE
[2015.04.11-03.49.13:619][737]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-03.49.13:634][737]LogEditorActor: Deleted 1 Actors (0.016 secs)
[2015.04.11-03.49.16:616][783]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Architecture'
[2015.04.11-03.49.26:216][926]LogStaticMesh: Building static mesh Wall_Window_400x400...
[2015.04.11-03.49.26:258][926]LogStaticMesh: Built static mesh [41.682770ms] /Game/StarterContent/Architecture/Wall_Window_400x400.Wall_Window_400x400
[2015.04.11-03.49.26:313][926]LogActorFactory: Actor Factory created Wall_Window_400x400
[2015.04.11-03.49.27:685][957]LogActorFactory: Actor Factory created Wall_Window_400x400
[2015.04.11-03.49.57:924][644]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.49.58:636][659]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_Window_400x400)
[2015.04.11-03.50.03:219][747]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Materials'
[2015.04.11-03.50.17:382][ 20]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.50.45:212][565]Cmd: BRUSH ADD SELECTNEWBRUSH
[2015.04.11-03.50.56:252][822]Cmd: TRANSACTION UNDO
[2015.04.11-03.50.56:252][822]LogEditorTransaction: Undo Brush Add
[2015.04.11-03.52.24:254][801]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Cube)
[2015.04.11-03.53.06:427][729]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.53.28:675][241]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Cube)
[2015.04.11-03.54.11:173][207]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.54.41:634][887]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x403)
[2015.04.11-03.54.46:313][990]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x400)
[2015.04.11-03.54.50:118][ 75]LogEditorViewport: Clicking on Actor (context menu): StaticMeshActor (Wall_400x400)
[2015.04.11-03.54.54:920][178]Cmd: DELETE
[2015.04.11-03.54.54:920][178]Cmd: ACTOR DELETE
[2015.04.11-03.54.54:921][178]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-03.54.54:938][178]LogEditorActor: Deleted 1 Actors (0.017 secs)
[2015.04.11-03.54.56:033][198]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_Window_400x400)
[2015.04.11-03.54.56:683][210]LogEditorViewport: Clicking on Actor (context menu): StaticMeshActor (Wall_Window_400x400)
[2015.04.11-03.54.57:791][234]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.54.58:621][252]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_Window_400x400)
[2015.04.11-03.55.00:312][289]Cmd: DUPLICATE
[2015.04.11-03.55.00:312][289]Cmd: ACTOR DUPLICATE
[2015.04.11-03.55.08:386][469]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.55.10:592][518]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Cube)
[2015.04.11-03.55.12:345][556]Cmd: DUPLICATE
[2015.04.11-03.55.12:345][556]Cmd: ACTOR DUPLICATE
[2015.04.11-03.55.19:272][711]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.55.25:175][840]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Cube2)
[2015.04.11-03.55.31:286][972]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.55.35:778][ 71]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x402)
[2015.04.11-03.55.36:670][ 89]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_400x403)
[2015.04.11-03.55.41:569][199]LogEditorViewport: Clicking on Actor (context menu): StaticMeshActor (Wall_400x403)
[2015.04.11-03.55.51:151][408]Cmd: DELETE
[2015.04.11-03.55.51:151][408]Cmd: ACTOR DELETE
[2015.04.11-03.55.51:153][408]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-03.55.51:178][408]LogEditorActor: Deleted 1 Actors (0.026 secs)
[2015.04.11-03.55.54:122][460]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Architecture'
[2015.04.11-03.55.58:219][512]LogStaticMesh: Building static mesh Wall_Door_400x400...
[2015.04.11-03.55.58:260][512]LogStaticMesh: Built static mesh [40.926174ms] /Game/StarterContent/Architecture/Wall_Door_400x400.Wall_Door_400x400
[2015.04.11-03.55.58:330][512]LogActorFactory: Actor Factory created Wall_Door_400x400
[2015.04.11-03.55.59:787][545]LogActorFactory: Actor Factory created Wall_Door_400x400
[2015.04.11-03.56.36:032][363]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.56.37:375][395]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.56.40:599][463]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.56.40:623][463]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (Sky Sphere mesh)
[2015.04.11-03.56.41:810][490]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.56.43:012][516]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.56.43:112][516]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.11-03.56.44:143][540]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.11-03.56.44:228][540]LogEditorViewport: Clicking on Actor (double click): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.56.44:537][548]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.56.45:161][561]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.56.45:261][561]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.11-03.56.45:585][569]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.11-03.56.46:064][577]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.11-03.56.46:158][578]LogEditorViewport: Clicking on Actor (double click): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.56.46:421][585]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.56.46:521][585]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.11-03.56.47:015][597]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.11-03.56.47:113][597]LogEditorViewport: Clicking on Actor (double click): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.56.47:607][609]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.56.47:708][609]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.11-03.56.48:325][623]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.11-03.56.48:535][626]LogEditorViewport: Clicking on Actor (double click): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.56.49:234][641]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.56.49:422][644]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.11-03.56.49:903][654]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.11-03.56.50:019][655]LogEditorViewport: Clicking on Actor (double click): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-03.57.04:918][987]LogSavePackage: Save=168.800308ms
[2015.04.11-03.57.04:918][987]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Saved/Minimal_Default_Auto399952ED948FB97D10D1D0EB1E2EFD68B.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Saved/Autosaves/Game/StarterContent/Maps/Minimal_Default_Auto3.umap'
[2015.04.11-03.57.04:942][987]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/StarterContent/Maps/Minimal_Default' took 0.271
[2015.04.11-03.57.04:942][987]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.271
[2015.04.11-03.57.05:950][  4]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Materials'
[2015.04.11-03.57.10:703][ 63]LogTexture:Display: Building textures: T_Brick_Clay_Old_D (AutoDXT)
[2015.04.11-03.57.16:432][ 63]LogTexture:Display: Building textures: T_Brick_Clay_Old_N (BC5)
[2015.04.11-03.57.17:086][ 63]LogMaterial: Missing cached shader map for material M_Brick_Clay_Old, compiling. 
[2015.04.11-03.57.25:436][248]Cmd: TRANSACTION UNDO
[2015.04.11-03.57.25:437][248]LogEditorTransaction: Undo Assign Material to Component (Drag and Drop)
[2015.04.11-03.57.36:336][448]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.57.40:318][515]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Props'
[2015.04.11-03.57.51:172][652]LogStaticMesh: Building static mesh SM_DoorFrame...
[2015.04.11-03.57.51:216][652]LogStaticMesh: Built static mesh [43.268925ms] /Game/StarterContent/Props/SM_DoorFrame.SM_DoorFrame
[2015.04.11-03.57.51:266][652]LogActorFactory: Actor Factory created SM_DoorFrame
[2015.04.11-03.58.01:193][877]LogActorFactory: Actor Factory created SM_DoorFrame
[2015.04.11-03.58.08:607][ 42]Cmd: CAMERA ALIGN ACTIVEVIEWPORTONLY
[2015.04.11-03.58.35:434][649]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.58.41:796][788]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_DoorFrame)
[2015.04.11-03.58.43:898][826]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Materials'
[2015.04.11-03.59.13:084][232]LogTexture:Display: Building textures: T_Concrete_Grime_D (AutoDXT)
[2015.04.11-03.59.18:559][232]LogMaterial: Missing cached shader map for material M_Concrete_Grime, compiling. 
[2015.04.11-03.59.36:818][580]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-03.59.42:568][703]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_DoorFrame)
[2015.04.11-03.59.51:963][901]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.00.00:742][ 70]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Architecture'
[2015.04.11-04.00.06:766][158]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Props'
[2015.04.11-04.00.09:584][198]LogTexture:Display: Building textures: T_Door_M (DXT1)
[2015.04.11-04.00.10:332][198]LogTexture:Display: Building textures: T_Door_N (BC5)
[2015.04.11-04.00.10:898][198]LogMaterial: Missing cached shader map for material M_Door, compiling. 
[2015.04.11-04.00.10:910][198]LogStaticMesh: Building static mesh SM_Door...
[2015.04.11-04.00.10:985][198]LogStaticMesh: Built static mesh [74.808769ms] /Game/StarterContent/Props/SM_Door.SM_Door
[2015.04.11-04.00.11:058][198]LogActorFactory: Actor Factory created SM_Door
[2015.04.11-04.00.13:030][242]LogActorFactory: Actor Factory created SM_Door
[2015.04.11-04.00.13:457][243]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.00.16:682][313]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_Door)
[2015.04.11-04.01.24:892][804]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Wall_Door_400x400)
[2015.04.11-04.01.26:171][831]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (SM_Door)
[2015.04.11-04.01.47:248][291]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (BP_Sky_Sphere)
[2015.04.11-04.01.54:359][425]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Materials'
[2015.04.11-04.02.26:046][994]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-04.02.26:046][994]PIE: New page: PIE session: Minimal_Default (Apr 10, 2015, 8:02:26 PM)
[2015.04.11-04.02.26:097][994]LogPlayLevel: PIE: StaticDuplicateObject took: (0.021306s)
[2015.04.11-04.02.26:100][994]LogPlayLevel: PIE: World Init took: (0.003351s)
[2015.04.11-04.02.26:101][994]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/StarterContent/Maps/Minimal_Default.Minimal_Default to /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default (0.024869s)
[2015.04.11-04.02.26:142][994]LogWorld: Game class is 'GameMode'
[2015.04.11-04.02.26:144][994]LogAIModule: Creating AISystem for world Minimal_Default
[2015.04.11-04.02.26:149][994]LogWorld: Bringing World /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default up for play (max tick rate 0) at 2015.04.11-00.02.26
[2015.04.11-04.02.26:150][994]LogWorld: Bringing up level for play took: 0.005568
[2015.04.11-04.02.26:153][994]PIE: Info Play in editor start time for /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default 0.249
[2015.04.11-04.02.39:489][387]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x0000000F03B71C60
[2015.04.11-04.02.39:538][388]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 421/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.02.48:096][577]MapCheck: New page: Map Check
[2015.04.11-04.02.48:185][577]Cmd: MAP REBUILD ALLVISIBLE
[2015.04.11-04.02.48:191][577]LogEditorServer: Rebuildmap Clear paths rebuilt
[2015.04.11-04.02.48:224][577]LightingResults: New page: Lighting Build - Apr 10, 2015, 8:02:48 PM
[2015.04.11-04.02.52:739][577]LogStaticLightingSystem:Warning: No importance volume found, so the scene bounding box was used.  You can optimize your scene's quality and lighting build times by adding importance volumes.
[2015.04.11-04.02.52:749][577]LogStaticLightingSystem: Running Lightmass w/ ImmediateImport mode ENABLED
[2015.04.11-04.02.52:749][577]LogStaticLightingSystem: Running Lightmass w/ ImmediateProcess mode ENABLED
[2015.04.11-04.02.52:749][577]LogStaticLightingSystem: Running Lightmass w/ Sorting mode ENABLED
[2015.04.11-04.02.52:749][577]LogStaticLightingSystem: Running Lightmass w/ Mapping paddings ENABLED
[2015.04.11-04.02.52:749][577]LogStaticLightingSystem: Running Lightmass w/ Mapping debug paddings DISABLED
[2015.04.11-04.02.52:890][577]LogEditorBuildUtils: Build time 0:00:04
[2015.04.11-04.02.52:893][577]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Wood_Floor_Walnut_Polished, compiling. 
[2015.04.11-04.02.52:897][577]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Wood_Floor_Walnut_Polished, compiling. 
[2015.04.11-04.02.52:932][578]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Brick_Clay_Beveled, compiling. 
[2015.04.11-04.02.52:937][578]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Brick_Clay_Beveled, compiling. 
[2015.04.11-04.02.52:963][578]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 420/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.02.53:000][579]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Glass, compiling. 
[2015.04.11-04.02.53:003][579]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Glass, compiling. 
[2015.04.11-04.02.53:007][579]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Concrete_Grime, compiling. 
[2015.04.11-04.02.53:013][579]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Concrete_Grime, compiling. 
[2015.04.11-04.02.53:062][580]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Wood_Walnut, compiling. 
[2015.04.11-04.02.53:066][580]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Wood_Walnut, compiling. 
[2015.04.11-04.02.53:069][580]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Concrete_Tiles, compiling. 
[2015.04.11-04.02.53:073][580]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer M_Concrete_Tiles, compiling. 
[2015.04.11-04.02.55:413][589]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-04.02.55:414][589]PIE: New page: PIE session: Minimal_Default (Apr 10, 2015, 8:02:55 PM)
[2015.04.11-04.02.55:420][589]LogPlayLevel: PIE: StaticDuplicateObject took: (0.006362s)
[2015.04.11-04.02.55:421][589]LogPlayLevel: PIE: World Init took: (0.000675s)
[2015.04.11-04.02.55:421][589]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/StarterContent/Maps/Minimal_Default.Minimal_Default to /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default (0.007214s)
[2015.04.11-04.02.55:459][589]LogWorld: Game class is 'GameMode'
[2015.04.11-04.02.55:461][589]LogAIModule: Creating AISystem for world Minimal_Default
[2015.04.11-04.02.55:466][589]LogWorld: Bringing World /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default up for play (max tick rate 0) at 2015.04.11-00.02.55
[2015.04.11-04.02.55:467][589]LogWorld: Bringing up level for play took: 0.005467
[2015.04.11-04.02.55:469][589]PIE: Info Play in editor start time for /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default -0.434
[2015.04.11-04.02.57:757][649]Job is a success!
[2015.04.11-04.03.02:620][848]LogTexture:Display: Building textures: HQ_Lightmap0_1 (AutoDXT)
[2015.04.11-04.03.02:806][848]LogTexture:Display: Building textures: LQ_Lightmap_0_3 (DXT1)
[2015.04.11-04.03.02:810][848]LogTexture:Display: Building textures: HQ_Lightmap0_3 (AutoDXT)
[2015.04.11-04.03.02:817][848]LogTexture:Display: Building textures: LQ_Lightmap_0_2 (DXT1)
[2015.04.11-04.03.02:821][848]LogTexture:Display: Building textures: HQ_Lightmap0_2 (AutoDXT)
[2015.04.11-04.03.02:842][848]LogTexture:Display: Building textures: LQ_Lightmap_0_1 (DXT1)
[2015.04.11-04.03.03:126][848]LogTexture:Display: Building textures: ShadowMapTexture2D_5 (BGRA8)
[2015.04.11-04.03.03:170][848]LogTexture:Display: Building textures: ShadowMapTexture2D_6 (BGRA8)
[2015.04.11-04.03.03:173][848]LogTexture:Display: Building textures: ShadowMapTexture2D_7 (BGRA8)
[2015.04.11-04.03.03:187][848]Lightmass on GRAPHICSSERVER: 6.85 sec total, 183 ms importing, 3 ms setup, 285 ms photons, 6.36 sec processing, 0 ms extra exporting [54/54 mappings]. Threads: 44.3 sec total, 4.29 sec processing.
[2015.04.11-04.03.03:210][848]LogStaticLightingSystem: Illumination: 10.3 sec (648 ms encoding lightmaps)
[2015.04.11-04.03.03:210][848]LogStaticLightingSystem: Lightmap texture memory:  1.4 MB (1.3 MB streaming, 0.1 MB non-streaming), 6 textures
[2015.04.11-04.03.03:210][848]LogStaticLightingSystem: Shadowmap texture memory: 3.2 MB (3.0 MB streaming, 0.2 MB non-streaming), 7 textures
[2015.04.11-04.03.03:759][849]Cmd: MAP CHECK NOTIFYRESULTS
[2015.04.11-04.03.03:759][849]MapCheck: New page: UEDPIE_0_Minimal_Default - Apr 10, 2015, 8:03:03 PM
[2015.04.11-04.03.03:765][849]MapCheck:Error: Error WorldSettings_1 Maps need lighting rebuilt 
[2015.04.11-04.03.03:914][849]MapCheck: Info Map check complete: 1 Error(s), 0 Warning(s), took 154.61ms to complete.
[2015.04.11-04.03.08:040][ 18]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x0000000F03B73920
[2015.04.11-04.03.08:103][ 20]LogRenderTargetPool:Warning: r.RenderTargetPoolMin exceeded 419/400 MB (ok in editor, bad on fixed memory platform)
[2015.04.11-04.03.13:361][154]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-04.03.13:362][154]PIE: New page: PIE session: Minimal_Default (Apr 10, 2015, 8:03:13 PM)
[2015.04.11-04.03.13:368][154]LogPlayLevel: PIE: StaticDuplicateObject took: (0.005679s)
[2015.04.11-04.03.13:368][154]LogPlayLevel: PIE: World Init took: (0.000665s)
[2015.04.11-04.03.13:369][154]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/StarterContent/Maps/Minimal_Default.Minimal_Default to /Game/StarterContent/Maps/UEDPIE_0_Minimal_Default.Minimal_Default (0.006527s)
[2015.04.11-04.03.13:405][154]LogWorld: Game class is 'GameMode'
